0.0103348893,9.72711577830548E-005
0.0103582316,7.82588144896427E-005
0.0103789803,6.45025642153735E-005
0.010399729,5.3164372824853E-005
0.0113126728,3.38583877779591E-005
0.0125446281,2.76778798734562E-005
0.0136287489,1.79127998138447E-005
0.014175348,1.38138062789378E-005
0.0167890385,1.14501570531632E-005
0.0188833626,9.54920052332242E-006
0.0208086711,7.68054545547825E-006
0.0225636672,6.03022980904705E-006
0.0254923492,4.82608044589435E-006
0.0257239568,3.85462234256027E-006
0.027402442,6.17322966227725E-006
0.0292817142,7.62457238764806E-006
0.0334489653,0.000006473
0.0371033339,0.000005205
0.0397150793,4.39326843440473E-006
0.0418068098,3.75351231598147E-006
0.0437308215,3.05569612610293E-006
0.0454812787,2.50274959840675E-006
0.047584032,1.92959306319224E-006
0.0486430813,1.57740625668702E-006
0.0522881563,1.3831242140675E-006
0.0564541106,1.18850088705442E-006
0.0601006984,1.02753192275708E-006
0.0637524734,8.46451472634173E-007
0.067406842,6.8063498927481E-007
0.0700198842,5.67591636208781E-007
0.0721142083,4.73360000596759E-007
0.0742072356,3.9957139897208E-007
0.0783673543,3.62531230423731E-007
0.0825281214,3.269435861423E-007
0.0866908337,2.89553832235492E-007
0.0908548428,2.53360288330163E-007
0.0950214455,2.16397996915403E-007
0.0986682495,1.86712977528446E-007
0.1017978484,1.58857533047874E-007
0.1049300408,1.31930918979536E-007
0.1085761964,1.14522676624433E-007
0.1127337215,1.06447889737821E-007
0.1168925434,9.77541840179336E-008
0.1210507169,9.03144595534958E-008
0.1252101873,8.24388551841472E-008
0.1293709544,7.43462981654518E-008
0.1335336667,6.58439451292967E-008
0.1376976758,5.76136077839456E-008
0.1418629817,4.98066155188254E-008
0.146028936,4.27981855304382E-008
0.1501877579,3.9302814872897E-008
0.1543439862,0.000000037
0.1585021597,3.41616172508803E-008
0.1626590364,3.19453479509629E-008
0.1668185068,2.91596487047205E-008
0.1709773287,2.6778151003277E-008
0.1751380958,2.41494910908463E-008
0.1793001597,2.15173167138668E-008
0.1834609268,1.94050832044696E-008
0.1876171551,1.8256114187333E-008
0.1917733834,1.71751752728467E-008
0.195928315,1.63546509568586E-008
0.2000845433,1.53862970962996E-008
0.2042407716,1.4475279170438E-008
0.2083982967,1.34546534055616E-008
0.2125545251,1.26580075094109E-008
0.216713347,1.1624215364184E-008
0.2208715205,1.07395375338321E-008
0.225029694,9.92218939748487E-009
0.2291898127,0.000000009
0.2333447443,8.57232534826289E-009
0.2374996758,8.16279232859518E-009
0.2416546073,7.77282427961915E-009
0.2458095389,7.4014865072813E-009
0.2499657672,0.000000007
0.2541206987,6.63058562990772E-009
0.2582782238,6.16307502438352E-009
0.2624344522,5.79816124490153E-009
0.2665906805,5.45485389823579E-009
0.2707482056,5.07024201154099E-009
0.2749018404,4.88670429045658E-009
0.2790561235,4.68144359699882E-009
0.2832104066,4.48480465549787E-009
0.2873640414,4.32245918478755E-009
0.2915183245,4.1408989926873E-009
0.2956719592,0.000000004
0.2998262424,3.82336484747855E-009
0.3039772835,3.77509294207759E-009
0.3081309182,3.63843832995187E-009
0.3122819594,3.59250121490345E-009
0.3164355941,3.46245624180838E-009
0.3205879321,3.37768333568567E-009
0.32474027,3.29498596355115E-009
0.3288900144,3.29293184563799E-009
0.3330397587,3.29087900827669E-009
0.3371895031,3.28882745066895E-009
0.3413392474,3.28677717201695E-009
0.3454870466,3.34480140480771E-009
0.3496335489,3.44522571200286E-009
0.3537832933,3.44307793355154E-009
0.3579330376,3.44093149404074E-009
0.3610401587,3.6096240989256E-009
